format,urlkey,timestamp,original,mimetype,statuscode,digest,version,album,artist,composer,genre,duration,audioCompressor,audioSampleRate,releaseDate,content_length,sha256,sha512,top_word,top_word_count,language,redirect,robotflags,length,offset,filename,date_created,data_modified,hasAudio,hasVideo,height,width,title,author,last_author,company,creation_date,last_modified,revision_number,slide_count,word_Count,comments,template,pdf_version,pdf_generator,pdf_encoder,page_count,,,,,,
audio,demradio.senate.gov/actualities/lincoln/lincoln070419_1.mp3,2.00803E+13,http://demradio.senate.gov/actualities/lincoln/lincoln070419_1.mp3,audio/mpeg,200,XTVXESO74YTGFYEXMGJJ56WS4FBYZ6DQ,MPEG 3 Layer III Version 1,U.S. Senate Democratic Communication Center Radio Broadcast System,Lincoln,Lincoln,-,247186.9219,MP3,44100,2007,3946678,e5f5a1b572f63a7fb1050d0a7c28a418c4be18ba852b9f4e105bd532db696023,3cd2b6047ec5d2d6f09b8e62da5582876102fdd7a10f31f3c9bf9887301ba7128edb2a0365d43ea3af2fcc3930d2e6e3eda0a555a5fc6a3edc2701d80e79a8ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,donnaedwards.house.gov/images/audio/091113_edwards_confrec.mp3,2.0151E+13,http://donnaedwards.house.gov/images/audio/091113_edwards_confrec.mp3,audio/mpeg,200,3HBWN4QQJVF4QWBWR37L4OMF4UCE2S5T,MPEG 3 Layer III Version 2,-,-,-,-,3376152,MP3,16000,-,6752442,bd471736d1684153e4c1ee70c229d113360648aef99d239fa2d22f7204fba94c,332c92a7492d580ce9828055d7f89234a441bad192edcb22549cbd154712edeb5897151e03099c1cd13b62815544b5a15e5f5a00b139717d369112ec800e5c84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,durbin.senate.gov/cache/audio/au_123-axf-485.mp3,2.00803E+13,http://durbin.senate.gov/cache/audio/AU_123-AXF-485.mp3,audio/mpeg,200,63TCWQZVP7DU3Y2SUKZH3JZWCPLBYCDL,MPEG 3 Layer III Version 1,-,-,-,Blues,41116.58203,MP3,44100,-,658337,ce711e057e35573b6692866477cd91b0f3ea5c28bfaa96e56b386f8b0aa6cfe2,f402993ac77bcd8d6f24e377a3cd4e778afe5f6454865d88a14ad3f40870399183811e50b984e5cd3b7b5f7ce9df4be0c7778b7d9cbf8e3b2b453fa8b3a4b938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,durbin.senate.gov/cache/audio/au_222-ala-255.mp3,2.01011E+13,http://durbin.senate.gov/cache/audio/AU_222-ALA-255.mp3,audio/mpeg,200,JX3GIDNL73JR2C7UF3CXSUUHUJFXJNDB,MPEG 3 Layer III Version 1,-,-,-,-,457728.2813,MP3,44100,2010-10-01T21:55:20.00633-05:00,7313982,b9f15dc26dc2bac8117f69d4856c1f4f34a59f5fc486daa37d3a0dcf1a69a9fa,86fa487e7af3becf5192aa11fc4d8b43413d506ebdd2c03f420cd449d8e1e9be05540509abcc787aadc1e589a0760b9ccb193f4856d20c04f6cc3140f1f76d28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,ed.sc.gov/tools/podcasts/speaking-of-schools/sos-07-12-10-2.mp3,2.01007E+13,http://www.ed.sc.gov/tools/podcasts/Speaking-of-Schools/SOS-07-12-10-2.mp3,audio/mpeg,200,QFHI4NDQ33H57MCN2DBWFJCB7AKM52N5,MPEG 3 Layer III Version 1,-,-,-,Blues,1069053.25,MP3,44100,2010,12828633,06b242fd0aaaecb3029d66f0cb07b6e85bb15ffed5cb8e6c7a2ebc35ebf11ae4,ad292307b4e5801d44897b8b4fedb009851baaa82ce9b759fec71f9034fce81798a465036f1b2abf069f925f1f66302b67333c5dd9dd7fffd1a9a5201f0ffe8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,energy.ca.gov/rafiles/iannucci.ram,2.00002E+13,http://energy.ca.gov:80/rafiles/iannucci.ram,audio/x-pn-realaudio,200,DPWDLXLA3DQ7MHRSZMKTLMOLCDLUEF7F,-,-,-,-,-,-,-,-,-,68,2c4f1f9646106235e5f3a2da0deca413e88779b7a07a8b5b245aa3105718678e,e325c2dd71f2d8d800e3fa777fea839502ffb399f425b21ae407b618d17ebb143082c4c5e02e1dd33807764a27c4c39124befbff502e7a5d832a5242b9396da9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,energycommerce.house.gov/107/ram/09202001eaq.ram,2.00505E+13,http://energycommerce.house.gov/107/ram/09202001eaq.ram,audio/x-pn-realaudio,200,7IXV3V5V2SIFKFZUAZNF2U2WEHAUGZBV,-,-,-,-,-,-,-,-,-,56,01707cdab81d465b6264e4e4f3b71f308c286a786eda9d40b2d38c5144b95c59,c5dc035b2b19d67ea83671219709407663609adff784a1b5480be48ecef4a3e05a7ccf02899014baebd53dcc4fb5e26435a22b634222a4747791da94729a219c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,feingold.senate.gov/audio/feingold_campaigndisclosure_041707.mp3,2.00908E+13,http://feingold.senate.gov/audio/feingold_campaigndisclosure_041707.mp3,audio/mpeg,200,4DXHQMYBXZ2HLTRXVB3IIFL6ZFHKKV7V,MPEG 3 Layer III Version 1,-,-,-,-,198594.4219,MP3,44100,-,3177325,2ab04ceae2cd768f7ea02cb822df7cf297ad6758d4fcba6e5b632b0f71b8f1a6,f217e8865c72ba6daaf67e8b60015bfd91b5016ce460cb872a00fbe90280895ec4faf955b43d59c8e5cfb259bde3247af992a7998dbb5f6aa919420777b57355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,floodmaps.fema.gov/prelim/prelimdata/pennsylvania/northampton+county/prelim_issue_date-2013-09-06/firm+database/s_fld_haz_ar.mid,2.0161E+13,https://floodmaps.fema.gov/prelim/PrelimData/Pennsylvania/Northampton%20County/prelim_issue_date-2013-09-06/FIRM%20Database/s_fld_haz_ar.mid,audio/mid,200,TGKVILJI6OGUX4J6BPQKEFPMQR6JVXIO,-,-,-,-,-,-,-,-,-,121589,e6ddec29efe8b403518512577d2df9be16319dd842f00c962c2e4b1a9fc7e27f,ab74ba8121068aa87161f9a56ff8c5ff6e530dbd8e5f176479ac20537622f6f63771c78c77d0dd5a60c9b061a2e3c43f7109be621cd9c8fe50b9763d86376120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,gsa.gov/graphics/admin/mj_telework_exchange_final_100710.mp3,2.01706E+13,https://www.gsa.gov/graphics/admin/mj_telework_exchange_final_100710.mp3,audio/mpeg,200,KZRZGR4VHRJTXKFSFZJBUO5OW4PNWNGM,MPEG 3 Layer III Version 1,-,-,-,-,108480,MP3,48000,-,3471488,8c276e00edc5e771559fc0970fdc688ace0c9f127d4ab4e6a4652acb705ff160,98f09506223b2e5627c48c627f5b97033e28d2ea789fef82f3657183f983705fecde27bc2a568399b7852a6f727321590930d5f14872ca50174bb7d22e32fc3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,harkin.senate.gov/documents/mp3/gao/school6_s1.mp3,2.01309E+13,https://www.harkin.senate.gov/documents/mp3/gao/school6_s1.mp3,audio/mpeg,200,XMVMORZ7TI2LQKEBP4HELF5ZF466D5MT,MPEG 3 Layer III Version 1,-,-,-,-,2116468.5,MP3,44100,2010-12-13T15:08:54-05:00,33788681,c0973d16a56c9d42d9e527e9ff29c3478d8582cb0f9995521b40ea118a0ba59e,9fec34d203087b55bf906fcfcaa8c3eba9c9c73b98f87095cf1b18564e794e2d0377a4b6e6645e14329dc0b0af7de27ae89e4810a954682aeb32e4fb98cb1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,helix.od.nih.gov/nihradio/08142005infertility.ram,2.00906E+13,http://helix.od.nih.gov/nihradio/08142005infertility.ram,audio/x-pn-realaudio,200,FRE7NX2P74TEC4WOI3XKWOGJDGFSELL4,-,-,-,-,-,-,-,-,-,55,adb2dc7c56bbfd2958fa12c1912e6adfd4acd8ce6b205110539366019fcbc636,e69183e1cc73b163ab002ca4342b1766352ccdb022d6428ecc8d9110edd7ecd0c8eea2430af70abe9880da6983cf0ef1d9c595cca4a33f7c2a22e66c518a6aba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,house.gov/bordallo/press_releases/2007/images/041807-1.mp3,2.00706E+13,http://www.house.gov/bordallo/Press_Releases/2007/images/041807-1.mp3,audio/mpeg3,200,SJ4RWHQEKOHXWDWY5CWQWFWQUZ5V2RH2,MPEG 3 Layer III Version 1,-,-,-,-,101931.9297,MP3,44100,2007,1628298,f6b7c3821a8fa42ed0f557aa0b34adce124515cf8d060fe10f39209047c9bff3,cdbdd495b0d65f3c8599c34b559fd2f7bd2f752d68c8001e0c8259dcc1c8aa17286e2e2efaaa398e5e4cd468b97b6fd3fcc0732d8892c6c0c68d62dd335d1ca0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,house.gov/davis/images/repdaviscbc.mp3,2.00808E+13,http://www.house.gov/davis/images/RepDavisCBC.mp3,audio/mpeg3,200,L2J3J7O2LMFZCH2WBLNWY2FMJL3YVBXT,MPEG 3 Layer III Version 1,16-Oct-03,Rep Danny Davis,-,Speech,171555.0469,MP3,44100,2003,2738567,318b1c1d6cc75bb89e9a6a5926a63f6398bc0bd7b8c1392c467d615b8d67f866,f3d8437a52fed59aca19a4f047e83b54ce23b723f332a9683b30aa17369fa5c6e3be9dd091e7b40f10413678eba70f3511b4255cb6a09e92f4f5011b966c01e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,house.gov/snyder/news_views/audio/050207vicsnyder.mp3,2.00802E+13,http://www.house.gov/snyder/news_views/audio/050207vicsnyder.mp3,audio/mpeg3,200,BRQOE5X5OK34DK2DDKSXQXSGZPUAS5ZT,MPEG 3 Layer III Version 1,-,-,-,-,289300.4063,MP3,44100,-,2865006,8edfe9a10d6c1852645a6c765aa710c3a18dbb50cfada760399112bf45950956,521d88bc3a5b5f677cced3ec87245cda0904e87cf23776a07b872de1f49590dcae2ea57f22965142e11ddd8399e365ca0b32ab9aa32ab59f882057ccfe6d81b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,house.gov/spratt/newsroom/05_06/record_budget_deficit.mp3,2.00703E+13,http://www.house.gov/spratt/newsroom/05_06/record_budget_deficit.mp3,audio/mpeg3,200,H232K6EJHZLIBJXRIDIEIJEKNZFQU6NS,MPEG 3 Layer III Version 1,-,-,-,Other,7706.14502,MP3,44100,-,127656,70981e5c5b6e63cb3a7263191aa33e61629a63c4627096f5f7254b941de30691,7fc93688403f1d478387cec1e73146efeec089d793ea584f1300f9e1e40a9cbae124ce5f0c0697e468d96abb37b939719828b0c6d662d9062289c9ec96a27a87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video,accessdata.fda.gov/videos/cfsan/vlwhcssc.asx,2.01008E+13,http://www.accessdata.fda.gov/videos/CFSAN/vlwhcssc.asx,video/x-ms-asf,200,EG4JFXXTFN5EVFQHSLVK5M4AEJWRVRYN,,,,,,-,,,,367,,,labeling,3,en,-,-,-,682572797,LOC-WEEKLY-051-20100806100615-00087-crawling107.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
