format,urlkey,timestamp,original,mimetype,statuscode,digest,version,album,artist,composer,genre,duration,audioCompressor,audioSampleRate,releaseDate,content_length,sha256,sha512,top_word,top_word_count,language,redirect,robotflags,length,offset,filename,date_created,data_modified,hasAudio,hasVideo,height,width,title,author,last_author,company,creation_date,last_modified,revision_number,slide_count,word_Count,comments,template,pdf_version,pdf_generator,pdf_encoder,page_count,,,,,,
video,americaslibrary.gov/assets/aa/edison/aa_edison_fail_2.mpg,2.00509E+13,http://www.americaslibrary.gov/assets/aa/edison/aa_edison_fail_2.mpg,video/mpeg,200,XAK34DI5FEGCGGW4CJICL53QOVFVJN3O,,,,,,-,,,,3669764,,,,,,-,-,-,89566312,CONGRESS-0509-20050928054553-00357-crawling004.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,astro-2.msfc.nasa.gov:81/vr/aft_end_vr.mov,1.99705E+13,http://astro-2.msfc.nasa.gov:81/vr/aft_end_vr.mov,video/quicktime,200,TU6U6IEJFIEDBNMKUT2WL2KU5RGRMHUY,,,,,,12,,,,314842,,,,,,-,-,-,1425184,USFEDGOV-EXTRACT-1997-20170908000000-ARCS-PART-00016-000010.arc.gz,1995-09-28T16:14:16Z,1995-09-28T16:26:07Z,-,-,116,384,,,,,,,,,,,,,,,,,,,,,
video,audio.va.gov/ptsd/aboutface/videos/ncf/afvt_vafriedmanm_treat3rev1_.mp4,2.01602E+13,http://www.audio.va.gov/ptsd/aboutface/videos/NCF/AFVT_VAFriedmanM_Treat3rev1_.mp4,video/mp4,200,KZIIEJPIXEARU34OH66Q4BEI3SUCBBDB,,,,,,127.68,,,,17237865,,,encoded,1,en,-,-,-,620572972,LOC-QUARTERLY-002-20160207152217470-01750-443~wbgrp-crawl028.us.archive.org~8443.warc.gz,2014-05-14T19:30:46Z,2014-05-14T19:31:24Z,-,-,432,576,,,,,,,,,,,,,,,,,,,,,
video,awt.grc.nasa.gov/movies/awt_spc+roof.mov,2.00907E+13,http://awt.grc.nasa.gov/Movies/AWT_SPC%20Roof.mov,video/quicktime,200,V3JXOZIJ4V6K7USIPF3RM3ZBXN4C62CN,,,,,,1,,,,6190113,,,,,,-,-,-,1272329,LOC-TRANSITION-024-20090719004706-04296-crawling107.us.archive.org.warc.gz,2005-10-21T15:11:56Z,2005-10-21T15:11:56Z,-,-,480,640,,,,,,,,,,,,,,,,,,,,,
video,blackburn.house.gov/uploadedfiles/1_14_schip_general_debate_post.wmv,2.01706E+13,https://blackburn.house.gov/uploadedfiles/1_14_schip_general_debate_post.wmv,video/x-ms-wmv,200,RBCQLGAHRMW2OWYWIY7TMIBFO352QZVR,,,,,,-,,,,4871511,,,,,,-,-,-,153205959,LOC-MONTHLY-096-20170609193717713-00503-13016~wbgrp-crawl201.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,brainbites.nasa.gov/downloads/bolt/bolt_hi.mov,2.00904E+13,http://brainbites.nasa.gov/downloads/bolt/bolt_hi.mov,video/quicktime,200,GZUHAZLRJIXAGDJWVFYMLCSTKTCECCON,,,,,,-,,,,2691548,,,,,,-,-,-,10549495,LOC-TRANSITION-010-20090409030436-01071-crawling107.us.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,cbp.gov/video/ace/schedule-recurring-report.mp4,2.01612E+13,https://www.cbp.gov/video/ace/schedule-recurring-report.mp4,video/mp4,200,MW2TXOKC7E3SE3NGXIEOKSSXJXP2TBBF,,,,,,260.74,,,,12035223,,,,,,-,-,-,98402965,LOC-QUARTERLY-006-20161211160650344-03048-29402~wbgrp-crawl202.us.archive.org~8443.warc.gz,2016-05-19T10:58:37Z,2016-05-19T10:58:37Z,-,-,720,1280,,,,,,,,,,,,,,,,,,,,,
video,cd-docdb.fnal.gov/cgi-bin/retrievefile?docid=840&filename=lmovie.mpg&version=11,2.01511E+13,http://cd-docdb.fnal.gov/cgi-bin/RetrieveFile?docid=840&filename=LMovie.mpg&version=11,video/mpeg,200,CDMDQI5S457SBW3YCVHAYTMZCBLRFF4Q,,,,,,-,,,,13357966,,,,,,-,-,-,67093306,LOC-QUARTERLY-001-20151115012620574-07431-14548~wbgrp-crawl028.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,cdaw.gsfc.nasa.gov/cme_list/nrl_mpg/2005_05/050515_d2.mpg,2.01207E+13,http://cdaw.gsfc.nasa.gov/CME_list/nrl_mpg/2005_05/050515_d2.mpg,video/mpeg,200,2WLSR5S4OWITKOM6LQNVJZQPTNY2TZJN,,,,,,-,,,,3042865,,,,,,-,-,-,284863664,LC-formats-20120724072343033-01248-15911~lx8~8544.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,cdaw.gsfc.nasa.gov/cme_list/nrl_mpg/2006_11/061114_eit_195.mpg,2.01207E+13,http://cdaw.gsfc.nasa.gov/CME_list/nrl_mpg/2006_11/061114_eit_195.mpg,video/mpeg,200,J2O4LSJZWS7X5JM4U5KRDABZC74FLWIK,,,,,,-,,,,1220038,,,,,,-,-,-,789491623,LC-formats-20120723203707007-00982-15911~lx8~8544.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,cdhd.idaho.gov/news/videobites/diabetes/dsouza_l.wmv,2.01001E+13,http://www.cdhd.idaho.gov///news/Videobites/Diabetes/dSouza_L.wmv,video/x-ms-wmv,200,F6KB26PLGATAXVIOJWSPCLFIXHJVJI4H,,,,,,-,,,,213667867,,,,,,-,-,-,2818775,LOC-WEEKLY-020-20100106140836-03155-crawling100.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,copyright.gov/1201/2015/hearing-exhibits/indesign.mov,2.01506E+13,http://copyright.gov/1201/2015/hearing-exhibits/InDesign.mov,video/quicktime,200,SPP7AXLY6OZHE3JRUBKSTGAUVUOICPPK,,,,,,45.92,,,,21362896,,,,,,-,-,-,24417791,LOC-PRIORITY-009-20150604153020519-00237-23287~wbgrp-crawl028.us.archive.org~8443.warc.gz,2015-05-27T18:20:57Z,2015-05-27T18:20:58Z,-,-,1050,1680,,,,,,,,,,,,,,,,,,,,,
video,dbw.ca.gov/boaterinfo/safetyvideos/boat+15s_512k.wmv,2.01007E+13,http://dbw.ca.gov/BoaterInfo/SafetyVideos/BOAT%2015S_512k.wmv,video/x-ms-wmv,200,USR6Y7NY2GQ3IYZG5XXER4STA54CKMJV,,,,,,-,,,,5826894,,,,,,-,-,-,854388438,LOC-WEEKLY-047-20100708081918-00042-crawling107.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,dfrc.nasa.gov/gallery/movie/f-8dfbw/480x/em-0044-01.mov,2.00904E+13,http://www1.dfrc.nasa.gov/Gallery/Movie/F-8DFBW/480x/EM-0044-01.mov,video/quicktime,200,GABG524W2DJZX23LD7ABOGHGGOXVQ7VL,,,,,,27.86,,,,3162697,,,,,,-,-,-,85491419,LOC-TRANSITION-012-20090426161115-03660-crawling107.us.archive.org.warc.gz,2003-07-09T14:49:02Z,2003-07-14T07:22:28Z,-,-,360,480,,,,,,,,,,,,,,,,,,,,,
video,dhs.gov/xlibrary/multimedia/usvisit/usvisit_japanese-low.wmv,2.00611E+13,http://www.dhs.gov/xlibrary/multimedia/usvisit/USVisit_Japanese-Low.wmv,video/x-ms-wmv,200,IGKKECBT7VQ67SSKZYRBVP74EUR6ETAE,,,,,,-,,,,866492,,,,,,-,-,-,41737359,IQ-125-20061121210715-00125-crawling08.us.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,dpc.senate.gov/multimedia/091608stabenow.flv,2.01608E+13,http://www.dpc.senate.gov/multimedia/091608stabenow.flv,video/x-flv,200,2DN4NSE5CHSV75QOR5YMHUA7IBDS354P,,,,,,-,,,,10144315,,,,,,-,-,-,746827876,LOC-MONTHLY-086-20160809204409641-01083-17921~wbgrp-crawl201.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,dwdonenet.in.gov/dwdonet/video.htm?onetcode=35-1011.00,2.01006E+13,http://dwdonenet.in.gov/DWDOnet/video.htm?onetCode=35-1011.00,video/quicktime,200,BHCI6RBYOTG7IKAU5V3NNQOANONXERSP,,,,,,-,,,,16879616,,,,,,-,-,-,387917326,LOC-WEEKLY-043-20100612190803-00204-crawling16.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,efl.fhwa.dot.gov/manuals/dv/manual/chapter4/images/legacy-400.avi,2.00906E+13,http://www.efl.fhwa.dot.gov/manuals/dv/manual/chapter4/images/Legacy-400.avi,video/x-msvideo,200,KRVAUH2FLUN6E257MAQAHUDVNI5ZILOE,,,,,,-,,,,8313856,,,,,,-,-,-,11740527,LOC-TRANSITION-019-20090614222210-06438-crawling107.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,erc.ivv.nasa.gov/mp4/202669main_iss_thanksgiving07.mp4,2.00904E+13,http://erc.ivv.nasa.gov/mp4/202669main_ISS_thanksgiving07.mp4,video/mp4v-es,200,A56B7TXNWUG5BK6TGAMIEYHBHMMGKGRX,,,,,,369.85,,,,43885906,,,squeeze,1,fr,-,-,-,70931466,LOC-TRANSITION-012-20090425095920-02077-crawling107.us.archive.org.warc.gz,2007-11-21T10:30:42Z,2007-11-21T10:30:42Z,-,-,0,0,,,,,,,,,,,,,,,,,,,,,
video,fhwa.dot.gov/planning/freight_planning/talking_freight/oct17cc.asx,2.0161E+13,http://www.fhwa.dot.gov/planning/freight_planning/talking_freight/oct17cc.asx,video/x-ms-asf,200,NJCURW4RLTD7RJ7XTWFHP4PFJMM2LKYG,,,,,,-,,,,106945,,,freight,47,en,-,-,-,410002480,LOC-QUARTERLY-004-20161003194725709-20311-26941~wbgrp-crawl202.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,grrec.ky.gov/sites/default/files/king+george+iii--marc.avi,2.01111E+13,http://www.grrec.ky.gov/sites/default/files/King%20George%20III--Marc.AVI,video/x-msvideo,200,AU5NYJBQSPNI4N5WAWYHABKMWX6DMML4,,,,,,-,,,,6607072,,,,,,-,-,-,597261936,LOC-MONTHLY-027-H3-20111104032256456-00159-32474~crawling111.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,hasc3.house.gov/04-04-21full.asf,2.00507E+13,http://hasc3.house.gov/04-04-21full.asf,video/x-ms-asf,200,H4OM6VK7YXMJWHTQT3L5U7IMXCXTH7ZF,,,,,,-,,,,101,,,full,2,en,-,-,-,10079552,CONGRESS-0507-20050724150033-00361-crawling004.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,hascaudio.house.gov/04-14-05tacair.asf,2.00908E+13,http://hascaudio.house.gov/04-14-05Tacair.asf,video/x-ms-asf,200,IST3GHMWJYV43XW3SVD5OMNV537LZQSW,,,,,,-,,,,114,,,ref,2,en,-,-,-,24663033,LOC-MONTHLY-001-20090805010214-00268-crawling100.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,hastings.house.gov/media/video/032807-doc-on-wounded-warriors.wmv,2.00805E+13,http://hastings.house.gov/media/video/032807-doc-on-wounded-warriors.wmv,video/x-ms-wmv,200,HXEF3T6SRV5PVCLXTQAKPFLE2X4ZOGG4,,,,,,-,,,,58783041,,,,,,-,-,-,7595234,CONGRESS-053-20080528220507-00243-crawling08.us.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,houselive.gov/asx.php?view_id=14&clip_id=5816&sn=houselive.gov&sess1=kujc5af5jgklgrfkdc3b7ohgo3,2.01303E+13,http://houselive.gov/ASX.php?view_id=14&clip_id=5816&sn=houselive.gov&SESS1=kujc5af5jgklgrfkdc3b7ohgo3,video/x-ms-asf,200,CTYZRSFTLKMAL7OXZNK5NJXATZ3LLJ6M,,,,,,-,,,,333,,,,,,-,-,-,994275839,LOC-MONTHLY-043-H3-20130307130323321-00204-18928~wbgrp-crawl025.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,hsrd.research.va.gov/for_researchers/cyber_seminars/archives/vdm-070609.asx,2.00907E+13,http://www.hsrd.research.va.gov/for_researchers/cyber_seminars/archives/vdm-070609.asx,video/x-ms-asf,200,FY2ZVJ5BDF2LT7QFEXUZEBAYUTGOMU6N,,,,,,-,,,,42,,,gov,1,nl,-,-,-,34438393,LOC-TRANSITION-023-20090712230756-03580-crawling107.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,ksnn.larc.nasa.gov/videos/calcium.mov,2.00904E+13,http://ksnn.larc.nasa.gov/videos/calcium.mov,video/quicktime,200,5OLWBRCBDIS2G6D3UY4XDLY5QXVQLKC7,,,,,,63.06,,,,6576475,,,,,,-,-,-,75033314,LOC-TRANSITION-009-20090402212156-03890-crawling107.us.archive.org.arc.gz,2005-02-28T20:48:13Z,2005-02-28T20:48:15Z,-,-,225,400,,,,,,,,,,,,,,,,,,,,,
video,ksnn.larc.nasa.gov/videos/microair_cap.mov,2.0051E+13,http://ksnn.larc.nasa.gov/videos/microair_cap.mov,video/quicktime,200,Y4K2RMCIKZ63T6UBZWRV37VQXLLEEKJU,,,,,,61.33,,,,6416600,,,,,,-,-,-,13382144,IQ-067-20051013234758-01424-crawling003.archive.org.arc.gz,2005-02-28T22:06:46Z,2005-02-28T22:07:30Z,-,-,0,0,,,,,,,,,,,,,,,,,,,,,
video,majorityleader.gov/multimedia/cnbc_07-15-2008_08.wmv,2.01002E+13,http://www.majorityleader.gov/multimedia/cnbc_07-15-2008_08.wmv,video/x-ms-wmv,200,U3BACVAGXATR3ENUQWFWVY3K5MYC5VCE,,,,,,-,,,,9271774,,,,,,-,-,-,845275,LOC-MONTHLY-007-20100205065338-00285-crawling102.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,map.gsfc.nasa.gov/media/030658/030658_640.mov,2.00903E+13,http://map.gsfc.nasa.gov/media/030658/030658_640.mov,video/quicktime,200,DLLQYIY2CNWRGIR6NLSCMFN2BJOEDJCT,,,,,,-,,,,1083068,,,,,,-,-,-,79562214,LOC-TRANSITION-008-20090327000002-00449-crawling107.us.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,mars1.jpl.nasa.gov/gallery/video/movies/marsonearth3full.mov,2.00903E+13,http://mars1.jpl.nasa.gov/gallery/video/movies/MarsOnEarth3Full.mov,video/quicktime,200,WQZV3CTX37YVEHTLYMNV4SPWTLLM5GL5,,,,,,-,,,,18921836,,,,,,-,-,-,679400,LOC-TRANSITION-007-20090321094104-03600-crawling107.us.archive.org.arc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,mars10.jpl.nasa.gov/mro/gallery/video/movies/mro-launch-moi/mrolaunch-moipt4.mpg,2.00908E+13,http://mars10.jpl.nasa.gov/mro/gallery/video/movies/MRO-Launch-MOI/MROLaunch-MOIPt4.mpg,video/mpeg,200,UG7WEPN4EO2U4HJS5NJXLQ2TYU5MBIIU,,,,,,-,,,,3761784,,,,,,-,-,-,4922805,LOC-TRANSITION-026-20090803201257-06272-crawling107.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,math.lanl.gov/~staley/animations/2d.star.sigma.8.peak.mpg,2.01511E+13,http://math.lanl.gov/~staley/animations/2d.star.sigma.8.peak.mpg,video/mpeg,200,ERFBTETG6RF2564JZIWJUIDEQNNSMY3T,,,,,,-,,,,3695406,,,,,,-,-,-,311326231,LOC-QUARTERLY-001-20151107101842534-02025-14548~wbgrp-crawl028.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,msmedia.dot.ca.gov/governor/20060721_target_rialto.asf,2.00905E+13,http://msmedia.dot.ca.gov/governor/20060721_target_rialto.asf,video/x-ms-asf,200,KWSZLFUX3VMVKRI3EAKBZ6TRMQT4GMIB,,,,,,-,,,,147,,,ref,2,en,-,-,-,62791193,LOC-TRANSITION-014-20090510041123-02781-crawling107.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,msmedia.dot.ca.gov/governor/20060808_salinas_career_tech.asf,2.01001E+13,http://msmedia.dot.ca.gov/governor/20060808_salinas_career_tech.asf,video/x-ms-asf,200,OBJ4COJVGA6U4NK7WTDKCCGILQQIG2IM,,,,,,-,,,,158,,,salinas,2,en,-,-,-,113575,LOC-WEEKLY-021-20100111082639-11587-crawling100.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,msmedia.dot.ca.gov/governor/20070307_prisonask.asf,2.00911E+13,http://msmedia.dot.ca.gov/governor/20070307_prisonask.asf,video/x-ms-asf,200,4ZY53T5TUEZOTSBPBFDCN6AWQOPUSPKV,,,,,,-,,,,139,,,ref,2,en,-,-,-,3839712,LOC-WEEKLY-012-20091107020222-01354-crawling110.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,msmedia.dot.ca.gov/governor/20100401_address.asf,2.01004E+13,http://msmedia.dot.ca.gov/governor/20100401_address.asf,video/x-ms-asf,200,YFKTATJKM2C755US3ZDQLFES36SLQGOQ,,,,,,-,,,,135,,,ref,2,en,-,-,-,158397085,LOC-WEEKLY-034-20100407180048-00006-crawling16.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,msmedia.dot.ca.gov/training/ph_pecas_05.asf,2.00911E+13,http://msmedia.dot.ca.gov/training/PH_PECAS_05.asf,video/x-ms-asf,200,PBRP3AA3AR4MYOA5QP4AXZEVO7QTY4XR,,,,,,-,,,,125,,,ph,2,en,-,-,-,23780953,LOC-WEEKLY-011-20091102215428-02947-crawling110.us.archive.org.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
video,nco.ncep.noaa.gov/pmb/codes/nwprod/glmp.v2.0.0/fix/meld_eqns/glmp_cig.eq.wm.p20.t12z,2.01707E+13,http://www.nco.ncep.noaa.gov/pmb/codes/nwprod/glmp.v2.0.0/fix/meld_eqns/glmp_cig.EQ.wm.p20.t12z,video/x-ms-wm,200,ZT5QVF72HO2MOD3AQHKH24HYPKEODNSM,,,,,,-,,,,8296,,,stalist,1,es,-,-,-,820945953,LOC-QUARTERLY-008-20170701035221238-15741-5797~wbgrp-crawl202.us.archive.org~8443.warc.gz,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
image,afrsweb.usda.gov/is/graphics/photos/mar98/k7989-7x.jpg,2.00911E+13,http://afrsweb.usda.gov/is/graphics/photos/mar98/k7989-7x.jpg,image/jpeg,200,5EQWGQMFJESF54TKOLX53LO3RNDHIDW4,,,,,,,,,,7864,,,,,,,,,4907134,LOC-WEEKLY-013-20091114061721-01494-crawling110.us.archive.org.warc.gz,,,,,108,72,,,,,,,,,,,,,,,,,,,,,
image,airsar.jpl.nasa.gov/airdata/survey/southernpatagonia271-2.04039.jpg,2.00904E+13,http://airsar.jpl.nasa.gov/airdata/SURVEY/southernpatagonia271-2.04039.jpg,image/jpeg,200,FHUBW5BWJQP7ID6AY7XKRAPTGYTOF65Z,,,,,,,,,,807666,,,,,,,,,74288078,LOC-TRANSITION-010-20090412125241-08313-crawling107.us.archive.org.arc.gz,,,,,2128,1280,,,,,,,,,,,,,,,,,,,,,
image,bea.gov/cffileservlet/_cf_image/_cfimg-3634276755132320713.png,2.01504E+13,http://www.bea.gov/CFFileServlet/_cf_image/_cfimg-3634276755132320713.PNG,image/png,200,T7TDH6SMSGGCGWEHX67IJTFVRF2FV7LJ,,,,,,,,,,2994,,,,,,,,,862677128,LOC-MONTHLY-069-20150414131850181-01813-2372~wbgrp-crawl025.us.archive.org~8443.warc.gz,,,,,210,225,,,,,,,,,,,,,,,,,,,,,
image,byss.arc.nasa.gov/img-pds/imagepool/vo/edr_br/1004/f275s91_prv1.png,2.00904E+13,http://byss.arc.nasa.gov/img-pds/imagepool/vo/edr_br/1004/f275s91_prv1.png,image/png,200,DLBD3DLAX3AHS5OGFQPVYV2PTHZ2AZID,,,,,,,,,,2045,,,,,,,,,10448378,LOC-TRANSITION-010-20090414053426-11753-crawling107.us.archive.org.arc.gz,,,,,224,255,,,,,,,,,,,,,,,,,,,,,
image,cdc.gov/mmwr/preview/mmwrhtml/figures/m237a2f.gif,2.00604E+13,http://www.cdc.gov/mmwr/preview/mmwrhtml/figures/m237a2f.gif,image/gif,200,OI7OGBFPMW5UJLYQGOEAI2MSY6EHIQVH,,,,,,,,,,7376,,,,,,,,,65028987,LOC-CRISIS-IN-DARFUR-2006-08-20060419171111-00693-crawling001.archive.org.arc.gz,,,,,241,333,,,,,,,,,,,,,,,,,,,,,
image,cewww.eng.ornl.gov/gonii/goniirev/goniipqx_1.gif,1.99805E+13,http://cewww.eng.ornl.gov:80/gonii/goniirev/goniipqx_1.gif,image/gif,200,UURXEOJCCTKMUVJY5UYSNJSRNCSZCBEF,,,,,,,,,,29577,,,,,,,,,5498071,USFEDGOV-EXTRACT-1998-20170908000000-ARCS-PART-00011-000002.arc.gz,,,,,397,640,,,,,,,,,,,,,,,,,,,,,
image,csce.gov/images/mmenu-germ_over.gif,2.00303E+13,http://www.csce.gov:80/images/mmenu-germ_over.GIF,image/gif,200,C3FLEEYHVJUJMWZ2FB2YGNAQVARVMU74,,,,,,,,,,552,,,,,,,,,10005646,iq03_24h_006_crawl4.20030326083334.arc.gz,,,,,35,79,,,,,,,,,,,,,,,,,,,,,
image,dec.usaid.gov/dec/getimage.axd?ctid=odvhzjk4nwqtm2yymi00yjrmltkxnjktztcxmjm2ndbmy2uy&pid=ntyw&tsize=mtaw&rid=mje2nzmz,2.01503E+13,https://dec.usaid.gov/dec/GetImage.axd?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&pID=NTYw&tSize=MTAw&rID=MjE2NzMz,Image/jpeg,200,HDKF5F3S6RGMZNPGYJXMEXTDCAYVQM6J,,,,,,,,,,1477,,,,,,,,,719464162,LOC-PRIORITY-006-20150312151418429-01632-30796~wbgrp-crawl028.us.archive.org~8443.warc.gz,,,,,100,100,,,,,,,,,,,,,,,,,,,,,
image,dfrc.nasa.gov/gallery/photo/f-16xl1/thumb/ec95-42960-1.gif,2.00904E+13,http://www1.dfrc.nasa.gov/Gallery/Photo/F-16XL1/Thumb/EC95-42960-1.gif,image/gif,200,APM7OQQQRMIPX5RE6HK2Q4HIMYWTIWGG,,,,,,,,,,5985,,,,,,,,,35339671,LOC-TRANSITION-010-20090413050033-09844-crawling107.us.archive.org.arc.gz,,,,,77,96,,,,,,,,,,,,,,,,,,,,,
image,dhr.maryland.gov/images/heart/bio.demontra.jpg,2.00906E+13,http://www.dhr.maryland.gov/images//heart/bio.demontra.jpg,image/jpeg,200,GTB35X32I7GKGGVCIUMUNXHBTPFYK3TR,,,,,,,,,,16540,,,,,,,,,56577865,LOC-TRANSITION-018-20090609003023-03538-crawling107.us.archive.org.warc.gz,,,,,255,175,,,,,,,,,,,,,,,,,,,,,
image,docs.house.gov/tobacco/docs/pm/1005107061.tif,2.00101E+13,docs.house.gov,image/tiff,200,XUMVTZKOXSABALQY7ZCR4GC44MPNOPS5,,,,,,,,,,395734,,,,,,,,,34151839,unique.20010617095050.arc.gz,,,,,3296,2544,,,,,,,,,,,,,,,,,,,,,
image,eande.lbl.gov/websters/clip-art/9carwlt.gif,1.99805E+13,http://eande.lbl.gov:80/websters/clip-art/9carwlt.gif,image/gif,200,7NSZEETNA4X22M6Z2QO4C5UN344VFALV,,,,,,,,,,112,,,,,,,,,80065333,USFEDGOV-EXTRACT-1998-20170908000000-ARCS-PART-00016-000003.arc.gz,,,,,21,23,,,,,,,,,,,,,,,,,,,,,
image,fas.usda.gov/pecad2/highlights/2001/08/w010803f.jpg,2.01003E+13,http://www.fas.usda.gov/pecad2/highlights/2001/08/w010803f.jpg,image/jpeg,200,TQSVXMCQBT7SEBGZDY2R47BKQZRPODZ5,,,,,,,,,,178645,,,,,,,,,53284144,LOC-MONTHLY-008-20100307200716-07577-crawling100.us.archive.org.warc.gz,,,,,420,600,,,,,,,,,,,,,,,,,,,,,
image,federalreserve.gov/econres/images/john-sabelhaus_rdax_75x86.jpg,2.01705E+13,https://www.federalreserve.gov/econres/images/john-sabelhaus_rdax_75x86.jpg,image/jpeg,200,CM2RWZPF3L4CJRGW5E6NUGP2NUTLOHQP,,,,,,,,,,28913,,,,,,,,,270453286,LOC-QUARTERLY-008-20170506115707935-00242-18718~wbgrp-crawl202.us.archive.org~8443.warc.gz,,,,,86,75,,,,,,,,,,,,,,,,,,,,,
image,film.dc.gov/staticfiles/img/stock_images/program_sm.jpg,2.01005E+13,http://film.dc.gov/staticfiles/img/stock_images/program_Sm.jpg,image/jpeg,200,KBRFR5O5XSPECQRG4XO3XFCCP4HYN2LB,,,,,,,,,,13620,,,,,,,,,948676482,LOC-WEEKLY-038-20100506050744-00016-crawling16.us.archive.org.warc.gz,,,,,56,75,,,,,,,,,,,,,,,,,,,,,
image,govpics.maryland.gov/tmp/md_photos/2010-03-18/f8360ee538ca10972daa5a18cc49223d.jpg,2.01003E+13,http://www.govpics.maryland.gov/tmp/md_photos/2010-03-18/f8360ee538ca10972daa5a18cc49223d.jpg,image/jpeg,200,LPLAFXGOXZW3S6DEF3UZ4FHF4GYSMWGF,,,,,,,,,,4956,,,,,,,,,87285927,LOC-WEEKLY-031-20100319035650-00554-crawling107.us.archive.org.warc.gz,,,,,143,180,,,,,,,,,,,,,,,,,,,,,
image,gsaglobalsupply.gsa.gov/images/products/gs-02f-0124u/l/nsn5223887_1_1_500x500.jpg,2.01101E+13,https://www.gsaglobalsupply.gsa.gov/images/products/GS-02F-0124U/l/NSN5223887_1_1_500x500.JPG,image/jpeg,200,C4M46LHCEPADX33RVQCHWNU3LU6KUQU3,,,,,,,,,,7642,,,,,,,,,469901240,LOC-WEEKLY-070-H1-20110122055400-00236-crawling118.us.archive.org.warc.gz,,,,,500,500,,,,,,,,,,,,,,,,,,,,,
image,ivscc.gsfc.nasa.gov/publications/ar2003/nsggao/img5.gif,2.00905E+13,http://ivscc.gsfc.nasa.gov/publications/ar2003/nsggao/img5.gif,image/gif,200,F3UQSMXKZZF67SQXQK24B6PRPCKQTAJ7,,,,,,,,,,146,,,,,,,,,14444441,LOC-TRANSITION-014-20090509232816-02583-crawling107.us.archive.org.warc.gz,,,,,15,12,,,,,,,,,,,,,,,,,,,,,
image,justice.gov/dea/fugitives/denver/cosio.jpg,2.00905E+13,http://www.justice.gov/dea/fugitives/denver/cosio.jpg,image/jpeg,200,TOXX62PNALAYV3K7GE7PZE3CEAYULK7Z,,,,,,,,,,6892,,,,,,,,,20530792,IQ-159-20090518064621-01359-crawling14.us.archive.org.warc.gz,,,,,191,158,,,,,,,,,,,,,,,,,,,,,
